title,updatedAt,description
Datesheet for June 2025 Term End Exam,10-04-2025,"IGNOU has released its June 2025 term end exam datesheet, see your exam details here [download datesheet](https://ignoumate.s3.aws-south-1.com/public/files/tee-june-25-10-04-2025.pdf)"
